symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,observe_date,entry_signal_date,buy_point_reason,confirm_date,confirm_return_1d_pct,confirm_amount_anomaly_20d,confirm_super_net_ratio,confirm_main_net_ratio,confirm_super3_ratio,confirm_main3_ratio,confirm_support_pressure_spread,confirm_active_buy_strength,confirm_close_vs_20d_high_pct,confirm_pullback_from_observe_peak_pct,confirm_cancel_buy_ratio,confirm_add_sell_ratio,prior3_amount_anomaly_avg,buy_point_type,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,future_days_available,is_mature_trade
sz002370,2026-03-31,66.61,10.97,10.63,16.94,-19.22,3.48,997373237.7700001,5.88148814839692,3.481894150417819,0.07684797936965282,0.04237334004920035,0.04804,0.01208,0.10696,0.07602,0.5,0.15,1.0,47.88,82.86,53.07,99.81,3,趋势中继原型,2026-03-31,2026-04-01,回踩均线承接,2026-04-01,3.63,4.694,0.02992,0.01838,0.19298,0.18749,-0.17842,1.83781,-1.03,-9.51,0.00073,1.62521,3.948,回踩均线承接,2026-04-02,7.46,7.4786,2026-04-23,2026-04-24,6.81,6.793,-8.71,-9.17,10.19,-8.31,13,hard_stop_8pct,-143174109.12,0.0,-0.01913,0.0,4,14,True
sh600066,2026-03-31,63.22,10.1,4.55,1.49,-9.46,8.44,1095848960.02,1.7696113987957307,9.999999999999986,11.864183103995202,1.0783514938212222,0.0087,0.01357,0.00044,-0.00756,0.55,0.65,1.0,41.33,53.95,90.81,92.32,6,趋势中继原型,2026-03-31,2026-04-08,回踩均线承接,2026-04-08,0.99,1.272,0.03868,0.05023,0.02395,0.04905,0.07894,5.02297,-4.65,-8.31,0.44451,0.87371,1.62,回踩均线承接,2026-04-09,36.52,36.6113,2026-04-24,2026-04-24,36.97,36.8776,1.23,0.73,3.42,-2.79,10,window_end,117052681.5,117052681.5,0.01693,0.0,0,10,True
sh600250,2026-03-31,60.98,18.46,9.99,8.5,-16.63,6.2,817285919.0999999,3.3821091155828027,10.023492560689128,15.389173860783327,0.1788254783845331,0.00785,0.0139,0.00924,0.01902,0.5,0.5,1.0,56.94,46.33,76.06,86.63,7,趋势中继原型,2026-03-31,2026-04-02,回踩均线承接,2026-04-02,1.03,2.335,-0.01018,-0.00427,0.14149,0.1185,0.01324,-0.42703,-2.21,-14.08,0.50305,1.16394,2.945,回踩均线承接,2026-04-03,13.6,13.634,2026-04-03,2026-04-07,12.6,12.5685,-7.35,-7.82,4.19,-9.04,1,hard_stop_8pct,-22402883.0,0.0,-0.03607,0.0,0,13,True
sh603052,2026-03-31,60.31,11.25,10.29,6.67,-21.5,-4.68,771975643.74,1.2720798490675724,3.0788564247565375,10.176907797166198,0.00376621656858811,0.03547,0.03233,0.04892,0.03061,0.5,0.55,1.0,42.92,84.81,47.37,59.05,8,趋势中继原型,2026-03-31,2026-04-01,回踩均线承接,2026-04-01,-2.09,1.044,0.00531,0.03604,0.07532,0.15369,0.12516,3.60405,-6.67,-11.86,0.39769,1.0315,0.919,回踩均线承接,2026-04-02,63.54,63.6988,2026-04-08,2026-04-09,63.09,62.9323,-0.71,-1.2,3.01,-6.36,4,cum_super_peak_dd_20pct_3d,-35622400.84,471059.0,-0.01795,7662.2,3,14,True
sh603165,2026-03-31,59.24,20.09,9.88,3.79,-17.49,-5.44,269715945.64,0.9569465334793583,-2.767295597484276,-4.576073472672569,0.11829744872625031,0.04182,0.05753,0.05034,0.05868,0.6,0.7,1.0,52.48,100.0,29.28,11.8,10,趋势中继原型,2026-03-31,2026-04-02,回踩均线承接,2026-04-02,1.85,0.997,0.02713,0.10975,-0.02289,-0.00051,-0.09378,10.9753,-5.57,-6.46,0.41132,1.02226,1.157,回踩均线承接,2026-04-03,15.4,15.4385,2026-04-15,2026-04-17,15.7,15.6608,1.95,1.44,7.4,-6.95,8,cum_super_peak_dd_20pct_3d,-9023125.01,2572824.9,-0.00625,450.71,3,13,True
sz002821,2026-04-01,73.26,13.96,11.37,14.79,-17.55,10.0,2192346026.47,4.505673576557229,10.002708314525588,8.757132759244527,0.7767535530611196,0.03913,0.03828,0.07544,0.05773,0.4,0.5,1.0,52.39,82.86,74.16,100.0,3,趋势中继原型,2026-04-01,2026-04-13,回踩均线承接,2026-04-13,-0.26,0.936,0.00171,0.02231,-0.10532,-0.06113,-0.08391,2.23091,-6.81,-13.37,0.00031,1.52175,1.706,回踩均线承接,2026-04-14,122.19,122.4955,2026-04-21,2026-04-23,113.0,112.7175,-7.52,-7.98,0.93,-9.16,5,hard_stop_8pct,-176566873.09,0.0,-0.03453,0.0,4,7,False
sh605116,2026-04-01,67.69,19.08,11.54,17.33,-18.0,5.78,578548031.73,3.54434819685485,5.784280367471917,-0.7952462384570325,0.02258826405635206,0.02421,0.06895,0.01995,0.03999,0.6,0.8,1.0,59.12,90.56,45.39,69.16,7,趋势中继原型,2026-04-01,2026-04-07,回踩均线承接,2026-04-07,-0.42,1.332,0.03652,0.01633,-0.06751,-0.1359,0.07925,1.63269,-11.5,-13.12,0.38296,0.96932,2.764,回踩均线承接,2026-04-08,28.69,28.7617,2026-04-14,2026-04-15,27.12,27.0522,-5.47,-5.94,1.43,-9.2,5,hard_stop_8pct,-34250209.0,0.0,-0.02713,0.0,4,11,True
sz002990,2026-04-01,67.16,15.28,2.09,-0.34,-7.71,1.02,476619461.77,2.94373392244579,4.748889648103871,16.100079844626695,-0.019504558134233463,0.02795,0.02813,0.00333,0.01609,0.6,0.4,1.0,45.8,79.25,78.07,61.7,8,趋势中继原型,2026-04-01,2026-04-07,回踩均线承接,2026-04-07,2.86,1.901,-0.00179,0.05822,-0.102,0.02259,-0.01312,5.82183,-2.0,-10.34,0.00075,1.47082,2.448,回踩均线承接,2026-04-08,31.42,31.4986,2026-04-20,2026-04-21,48.88,48.7578,55.57,54.79,72.02,-0.86,8,violent_super_outflow,76966382.1,357532525.46,0.01132,78.47,2,11,True
sh600502,2026-04-01,66.94,20.04,15.37,17.78,-21.31,-1.42,1676472127.85,6.7716024238795285,-1.4209591474245165,-6.525371460860228,0.22823659403196184,0.04679,0.00826,0.06561,0.04001,0.6,0.3,1.0,63.77,91.43,23.22,100.0,10,趋势中继原型,2026-04-01,2026-04-08,强分歧后修复,2026-04-08,2.79,1.356,0.00991,0.00589,-0.09641,-0.26835,-0.02233,0.58868,-10.66,-16.64,0.36532,0.94611,2.733,强分歧后修复,2026-04-09,5.6,5.614,2026-04-24,2026-04-24,5.84,5.8254,4.29,3.77,9.46,-3.75,10,window_end,-110969132.44,0.0,-0.0318,0.0,6,10,True
sz002645,2026-04-02,65.11,19.44,13.84,11.29,-19.97,-2.28,1038176632.3700001,1.906449078809948,-2.2788931090613085,-1.6292058213049785,0.049353717703154,0.04688,0.05671,0.07959,0.09949,0.6,0.6,1.0,61.11,91.43,20.35,96.88,3,趋势中继原型,2026-04-02,2026-04-03,回踩均线承接,2026-04-03,-1.72,0.951,-0.00467,0.05678,0.35805,0.35528,-0.16995,5.67806,-4.84,-6.29,0.02385,1.5093,1.221,回踩均线承接,2026-04-07,17.69,17.7342,2026-04-24,2026-04-24,22.41,22.354,26.68,26.05,34.93,0.0,12,window_end,-88234831.16,297294809.02,-0.00648,129.68,0,12,True
sh603588,2026-04-02,62.77,15.19,6.87,7.4,-21.59,-5.9,1249184853.6899998,0.9877975462975347,2.5182239893969616,5.405278263704929,-0.10506910761229193,0.02046,0.03196,0.03373,0.05178,0.75,0.6,1.0,42.64,98.89,34.96,66.26,5,趋势中继原型,2026-04-02,2026-04-03,回踩均线承接,2026-04-03,0.26,1.126,0.01854,0.01436,0.07483,0.09525,0.13568,1.43614,-5.66,-5.36,0.43261,0.85903,1.13,回踩均线承接,2026-04-07,15.36,15.3984,2026-04-10,2026-04-13,16.25,16.2094,5.79,5.27,21.48,-3.26,4,violent_super_outflow,41983556.82,493489859.74,0.00471,91.49,1,12,True
sz000951,2026-04-02,61.57,21.39,12.69,5.06,-12.84,-2.04,427396872.38,0.9163122444355314,-1.6324822101297598,1.7117986215620142,0.1479343198931622,0.00653,0.0246,0.00875,0.03782,0.6,0.65,1.0,63.04,72.75,60.01,21.98,7,趋势中继原型,2026-04-02,2026-04-03,回踩均线承接,2026-04-03,4.0,1.446,0.01033,0.12607,0.08079,0.25104,0.0788,12.60719,1.88,-7.73,0.00054,1.34087,1.061,回踩均线承接,2026-04-07,24.52,24.5813,2026-04-24,2026-04-24,23.42,23.3615,-4.49,-4.96,9.5,-5.67,12,window_end,-3853519.11,36343243.8,-0.0006,110.6,0,12,True
sh601133,2026-04-02,58.96,16.14,15.72,3.12,-21.57,-3.76,622151898.5100001,1.5485402362348513,0.3713527851458842,2.8232011478331387,-0.018394227289842413,0.05026,0.03729,0.07403,0.06399,0.45,0.35,1.0,55.77,78.57,36.0,57.3,9,趋势中继原型,2026-04-02,2026-04-03,强分歧后修复,2026-04-03,2.96,1.631,0.04664,0.06418,0.1798,0.23875,-0.05563,6.41785,-0.92,-9.28,0.32405,0.89716,1.054,强分歧后修复,2026-04-07,19.76,19.8094,2026-04-21,2026-04-23,23.78,23.7206,20.34,19.74,32.79,-0.3,10,cum_super_peak_dd_20pct_3d,156980878.93,220470270.25,0.01957,28.8,3,12,True
sz002422,2026-04-02,58.79,19.52,8.09,12.71,-13.31,-0.27,841781737.71,1.389402911060457,0.44211108040896896,3.3072773930373742,-0.043287163664452066,0.00753,0.01724,0.00658,0.03134,0.6,0.45,1.0,56.61,64.19,50.12,68.07,10,趋势中继原型,2026-04-02,2026-04-03,回踩均线承接,2026-04-03,-2.01,1.55,0.01193,-0.0144,0.03737,0.15476,0.0495,-1.43968,-3.47,-5.66,0.00023,1.2861,1.551,回踩均线承接,2026-04-07,35.62,35.709,2026-04-24,2026-04-24,33.93,33.8452,-4.74,-5.22,1.29,-7.92,12,window_end,-73842916.11,0.0,-0.00867,0.0,0,12,True
sh603222,2026-04-03,64.41,14.17,16.0,13.15,-17.14,3.15,1020363963.5400002,5.785529706285421,3.152709359605921,-12.648671987810808,-0.020974255260594488,0.03872,0.05249,0.06735,0.08586,0.4,0.5,1.0,56.79,82.86,33.48,100.0,4,趋势中继原型,2026-04-03,2026-04-09,回踩均线承接,2026-04-09,-1.5,2.357,0.01684,0.036,0.05765,0.09272,0.02577,3.60023,-9.03,-14.5,0.3532,1.01779,4.563,回踩均线承接,2026-04-10,10.3,10.3257,2026-04-24,2026-04-24,9.67,9.6458,-6.12,-6.58,3.4,-10.0,9,window_end,-41530574.03,0.0,-0.0134,0.0,0,9,False
sh603966,2026-04-07,59.63,10.06,23.8,11.31,-20.25,-0.73,505764577.1400001,3.0942915763619707,-0.7309941520467822,-4.254915783483796,0.010475636372084707,0.0224,0.01472,0.05431,0.0743,0.55,0.6,1.0,55.08,91.43,18.88,63.84,9,趋势中继原型,2026-04-07,2026-04-09,回踩均线承接,2026-04-09,0.58,1.687,0.00244,0.03281,0.01667,-0.10584,-0.01933,3.28129,-1.84,-6.07,0.41327,0.88548,3.157,回踩均线承接,2026-04-10,14.0,14.035,2026-04-24,2026-04-24,13.83,13.7954,-1.21,-1.71,3.07,-4.5,9,window_end,-45995608.0,0.0,-0.02698,0.0,6,9,False
sz002840,2026-04-07,58.33,19.27,9.7,3.07,-18.18,6.94,1110333396.66,2.450964130827417,10.034013605442183,10.160146668500566,1.1877271078731926,-0.00309,0.00959,-0.00232,0.00962,0.45,0.6,1.0,57.72,36.57,72.86,100.0,10,趋势中继原型,2026-04-07,2026-04-13,回踩均线承接,2026-04-13,1.43,0.908,0.02181,0.06349,-0.0248,-0.08694,-0.02132,6.34853,-4.56,-13.24,0.00106,1.41683,1.695,回踩均线承接,2026-04-14,12.61,12.6415,2026-04-24,2026-04-24,12.12,12.0897,-3.89,-4.37,12.05,-5.63,7,window_end,102955785.22,116383574.58,0.02494,11.54,0,7,False
sz000062,2026-04-08,63.37,13.48,0.93,9.39,-15.45,-0.81,2389062691.3399997,2.112828502281994,4.735479097299278,-7.199182514274277,-0.13867338920025496,0.04942,0.03849,0.06992,0.05267,0.6,0.55,1.0,42.45,91.43,34.53,100.0,4,趋势中继原型,2026-04-08,2026-04-17,缩量震荡后放量阳线,2026-04-17,6.29,1.949,0.07702,0.06653,0.01368,-0.01501,-0.05154,6.65292,1.92,-12.33,0.04359,1.56488,0.975,缩量震荡后放量阳线,2026-04-20,30.92,30.9973,2026-04-21,2026-04-23,33.09,33.0073,7.02,6.48,3.46,-4.33,2,violent_super_outflow,-108834756.31,96579694.94,-0.02673,212.69,1,4,False
sz000065,2026-04-08,62.96,13.27,5.06,2.68,-16.49,1.06,1794653084.8500001,2.2128645876954014,8.299866131191425,2.30956423945657,0.1490831781131461,0.00462,0.01236,0.01299,0.02801,0.5,0.4,1.0,45.86,57.48,76.34,100.0,5,趋势中继原型,2026-04-08,2026-04-21,强分歧后修复,2026-04-21,2.55,0.755,0.05326,0.12181,0.01281,0.07862,0.01026,12.18143,-11.61,-17.53,2e-05,1.39323,0.855,强分歧后修复,2026-04-23,13.89,13.9247,2026-04-24,2026-04-24,13.57,13.5361,-2.3,-2.79,0.22,-3.82,2,window_end,-71273612.07,0.0,-0.08565,0.0,1,2,False
sh603042,2026-04-08,60.67,12.86,18.06,12.53,-19.73,-2.15,1052373868.6400001,2.065188353584657,-2.1481806225339684,-1.2480106472971428,0.17140566394252227,0.03461,0.02312,0.05919,0.0483,0.45,0.45,1.0,56.67,78.57,24.68,100.0,7,趋势中继原型,2026-04-08,2026-04-09,强分歧后修复,2026-04-09,4.57,2.216,-0.00647,0.01526,0.08961,0.11308,0.07885,1.52601,-0.93,-6.62,0.37856,0.84191,1.646,强分歧后修复,2026-04-10,22.68,22.7367,2026-04-23,2026-04-24,20.34,20.2891,-10.32,-10.76,0.4,-11.2,8,hard_stop_8pct,-95239558.02,0.0,-0.02613,0.0,1,9,False
sz000703,2026-04-09,70.2,15.59,15.86,16.96,-19.62,4.49,1551636647.21,2.397962172598479,5.192178017532023,6.190571468050663,0.0008133821744091829,0.01718,0.04044,0.01799,0.05282,0.6,0.65,1.0,58.49,80.83,57.47,100.0,4,趋势中继原型,2026-04-09,2026-04-14,回踩均线承接,2026-04-14,1.37,1.365,0.0366,0.00288,0.00724,-0.0586,0.02356,0.28791,-5.49,-11.04,0.00046,1.39417,1.968,回踩均线承接,2026-04-15,16.88,16.9222,2026-04-15,2026-04-17,15.86,15.8203,-6.04,-6.51,1.9,-10.25,1,hard_stop_8pct,119243982.31,119243982.31,0.06457,0.0,0,6,False
sz002655,2026-04-09,69.4,15.02,13.0,7.01,-16.63,5.01,1485628029.6899998,2.376311307941044,5.852926463231634,-1.1237881768751805,0.37457359801976664,0.00482,0.03449,0.0152,0.05892,0.5,0.7,1.0,55.2,82.67,55.61,100.0,6,趋势中继原型,2026-04-09,2026-04-14,回踩均线承接,2026-04-14,2.55,0.95,0.04443,0.09847,-0.04947,-0.02077,-0.10135,9.84718,-3.42,-13.68,0.00203,1.49349,1.878,回踩均线承接,2026-04-15,21.98,22.0349,2026-04-24,2026-04-24,25.15,25.0871,14.42,13.85,19.2,-3.91,6,window_end,-161181011.65,0.0,-0.02657,0.0,2,6,False
sh603211,2026-04-09,69.18,10.97,4.15,2.31,-11.27,0.77,417998684.0,1.809223284891509,0.7665772326561848,3.437153883479688,0.04041482819596631,0.03388,0.03503,0.04864,0.03236,0.5,0.7,1.0,42.1,100.0,65.79,51.06,7,趋势中继原型,2026-04-09,2026-04-13,回踩均线承接,2026-04-13,-0.69,0.897,0.01929,0.03589,0.04251,0.07096,0.08079,3.58935,-3.83,-5.84,0.35351,0.98335,1.479,回踩均线承接,2026-04-14,25.97,26.0349,2026-04-24,2026-04-24,23.09,23.0323,-11.09,-11.53,8.43,-12.36,7,hard_stop_8pct,-28557370.0,37752051.0,-0.01088,175.64,3,7,False
sh603629,2026-04-09,63.47,11.48,12.32,6.88,-19.8,3.81,3168569878.3999996,1.6025214964551062,5.99431818181817,-8.235303951439597,0.009789489476452196,0.02713,0.01721,0.0424,0.03206,0.55,0.5,1.0,50.05,84.57,40.74,86.75,10,趋势中继原型,2026-04-09,2026-04-13,回踩均线承接,2026-04-13,0.0,1.926,-0.02146,0.01093,-0.09791,-0.09095,0.13396,1.09322,-5.6,-11.56,0.33949,0.78987,1.212,回踩均线承接,2026-04-14,78.0,78.195,2026-04-15,2026-04-17,96.64,96.3984,23.9,23.28,12.76,-5.13,2,violent_super_outflow,72600148.96,283389146.0,0.01205,74.38,1,7,False
sh605222,2026-04-10,67.6,11.64,15.84,2.05,-18.22,2.79,588041280.2,1.9193980349071675,5.341880341880345,8.423640391904577,-0.020888447790302078,0.03338,0.03724,0.03446,0.03224,0.55,0.55,1.0,53.39,86.67,58.11,67.17,1,趋势中继原型,2026-04-10,2026-04-13,回踩均线承接,2026-04-13,-2.43,1.217,0.00477,-0.00607,0.04976,0.16072,0.20498,-0.60726,-3.22,-7.24,0.35363,0.88697,1.472,回踩均线承接,2026-04-14,23.88,23.9397,2026-04-24,2026-04-24,33.44,33.3564,40.03,39.34,50.25,-3.48,7,cum_super_peak_dd_20pct_3d,182339845.02,254543010.54,0.03595,28.37,3,7,False
sh600869,2026-04-10,60.49,17.23,16.72,12.19,-18.77,-4.0,1741709809.45,1.4096525984300372,-2.010050251256279,-7.526309183582931,0.06415386603655004,0.01959,0.01886,0.03996,0.03718,0.4,0.5,1.0,57.62,82.86,24.67,80.32,6,趋势中继原型,2026-04-10,2026-04-15,回踩均线承接,2026-04-15,2.47,0.998,0.04331,0.0559,-0.07982,-0.16302,-0.03897,5.58988,-5.99,-8.74,0.2963,0.92561,1.099,回踩均线承接,2026-04-17,14.32,14.3558,2026-04-24,2026-04-24,16.22,16.1794,13.27,12.7,20.32,-0.63,5,window_end,-48468866.96,50072889.64,-0.00607,196.8,0,5,False
sz002408,2026-04-10,60.35,10.4,14.81,9.52,-17.79,0.57,692807193.64,1.450086983004564,1.5942028985507228,1.99602455011253,-0.07375732018820891,0.01332,0.01532,0.05318,0.0534,0.4,0.5,1.0,50.88,82.86,40.68,59.19,7,趋势中继原型,2026-04-10,2026-04-13,回踩均线承接,2026-04-13,0.14,0.872,0.04407,0.02814,0.0731,0.05212,-0.12482,2.81369,-1.82,-5.87,0.00026,1.55762,1.676,回踩均线承接,2026-04-14,6.99,7.0075,2026-04-23,2026-04-24,6.1,6.0847,-12.73,-13.17,0.0,-12.73,6,hard_stop_8pct,-149493368.47,0.0,-0.07678,0.0,3,7,False
sh600176,2026-04-13,75.29,11.92,16.85,12.52,-20.34,7.57,3724995106.070001,1.6681947615542656,9.965753424657532,10.723041311090924,0.29762947889606317,0.01606,0.02757,0.033,0.05435,0.6,0.65,1.0,54.66,93.96,68.43,88.94,1,趋势中继原型,2026-04-13,2026-04-23,强分歧后修复,2026-04-23,5.57,1.786,0.03743,0.06938,-0.10381,-0.11856,-0.0831,6.93806,-2.84,-15.97,0.36906,0.84829,1.67,强分歧后修复,2026-04-24,33.51,33.5938,2026-04-24,2026-04-24,33.0,32.9175,-1.52,-2.01,0.54,-5.07,1,window_end,-259390329.95,0.0,-0.06288,0.0,0,1,False
sz002950,2026-04-13,72.29,20.0,16.0,16.49,-16.3,7.6,879143103.58,3.0866540561405946,7.595870206489663,0.9650710976916557,-0.05737843868032999,0.03214,0.04409,0.04434,0.06339,0.5,0.5,1.0,64.29,82.86,59.57,91.16,2,趋势中继原型,2026-04-13,2026-04-23,回踩均线承接,2026-04-23,-1.81,1.116,0.04019,0.01027,0.21228,0.30012,-0.02082,1.02729,-5.23,-14.63,0.00124,1.38996,1.271,回踩均线承接,2026-04-24,14.01,14.045,2026-04-24,2026-04-24,14.09,14.0548,0.57,0.07,2.71,-2.71,1,window_end,23769276.0,23769276.0,0.06973,0.0,0,1,False
sh603800,2026-04-13,70.7,12.66,14.7,14.85,-17.27,8.7,576985066.5699999,3.2962043583766287,9.997706947947727,20.597402594228484,0.2367774396002077,0.00997,0.01964,0.03844,0.06173,0.35,0.5,1.0,53.69,82.86,74.74,69.05,4,趋势中继原型,2026-04-13,2026-04-17,回踩均线承接,2026-04-17,2.09,1.245,0.04375,0.08383,0.15658,-0.0191,-0.01669,8.38289,-4.06,-12.38,0.44715,1.11239,2.629,回踩均线承接,2026-04-20,47.21,47.328,2026-04-24,2026-04-24,47.45,47.3314,0.51,0.01,6.5,-4.68,4,window_end,-77698505.0,0.0,-0.0453,0.0,2,4,False
sz003036,2026-04-13,69.8,43.91,7.47,9.51,-20.22,-3.91,953005213.14,2.6712534325245687,4.796072507552873,6.314713156890086,0.634459590832454,0.0051,0.01396,0.01283,-0.00085,0.45,0.6,1.0,83.82,53.62,64.9,96.56,6,趋势中继原型,2026-04-13,2026-04-21,回踩均线承接,2026-04-21,-0.61,0.88,0.02463,0.11017,-0.0247,0.03893,-0.16103,11.01734,-7.31,-12.83,0.00068,1.49248,0.842,回踩均线承接,2026-04-23,28.47,28.5412,2026-04-24,2026-04-24,33.59,33.506,17.98,17.4,17.98,-0.25,2,window_end,109214217.62,109214217.62,0.09028,0.0,0,2,False
sz002008,2026-04-14,75.09,12.5,18.68,17.74,-21.91,6.2,3888503786.67,1.7143343658364985,9.144893111638952,9.23032158514031,0.8951621153134812,0.02177,0.02897,0.03218,0.05046,0.65,0.65,1.0,57.04,93.25,65.19,90.48,2,趋势中继原型,2026-04-14,2026-04-21,强分歧后修复,2026-04-21,4.06,1.572,0.03141,0.0537,0.01227,0.07665,-0.00896,5.37025,1.22,-20.61,0.00088,1.35373,1.667,强分歧后修复,2026-04-23,95.0,95.2375,2026-04-24,2026-04-24,102.46,102.2039,7.85,7.31,11.57,-1.52,2,window_end,1158245763.09,1158245763.09,0.09827,0.0,0,2,False
sz002484,2026-04-15,69.04,16.07,16.39,8.69,-16.93,0.8,2660581689.0500007,2.795358100621859,0.9803921568627638,-2.8404435180858627,0.05548337157529937,0.03334,0.03166,0.04787,0.03636,0.6,0.6,1.0,59.58,91.43,36.68,100.0,6,趋势中继原型,2026-04-15,2026-04-21,回踩均线承接,2026-04-21,2.65,1.306,0.01607,0.07842,-0.13564,-0.0326,0.01868,7.84213,0.34,-11.77,0.00011,1.36229,2.017,回踩均线承接,2026-04-23,35.01,35.0975,2026-04-24,2026-04-24,34.22,34.1345,-2.26,-2.74,3.48,-2.94,2,window_end,-178169598.04,0.0,-0.06424,0.0,1,2,False
sh603688,2026-04-15,65.74,10.94,20.99,8.4,-21.08,0.06,2212713742.95,2.5558073210441394,4.277108433734944,-2.870933582005378,-0.14432054320964877,0.01965,0.03823,0.04729,0.07329,0.45,0.65,1.0,56.21,95.71,21.51,100.0,9,趋势中继原型,2026-04-15,2026-04-21,回踩均线承接,2026-04-21,2.14,1.519,0.04573,0.01935,-0.04682,-0.1213,-0.16041,1.93539,-5.29,-7.75,0.40863,1.01142,1.719,回踩均线承接,2026-04-23,54.9,55.0372,2026-04-24,2026-04-24,52.8,52.668,-3.83,-4.3,0.6,-5.88,2,window_end,-59490655.17,0.0,-0.02545,0.0,0,2,False
sz002705,2026-04-17,73.66,26.38,14.08,16.14,-17.36,2.36,1049498914.3100001,2.8807565423604267,2.3644752018454396,2.3586413165824567,0.004177537213444715,0.04564,0.06952,0.05659,0.07962,0.45,0.5,1.0,70.77,82.86,53.72,100.0,1,趋势中继原型,2026-04-17,2026-04-23,回踩均线承接,2026-04-23,3.7,2.253,0.01079,-0.00272,-0.01904,-0.03159,-0.05891,-0.27158,0.05,-13.11,0.00076,1.47216,2.06,回踩均线承接,2026-04-24,18.21,18.2555,2026-04-24,2026-04-24,18.75,18.7031,2.97,2.45,6.43,-2.14,1,window_end,2595032.62,2595032.62,0.003,0.0,0,1,False
sh603985,2026-04-17,64.35,20.59,9.04,9.85,-19.34,6.06,2009336995.79,2.134542364873401,10.623038995965949,-3.462077067000365,0.12762206155925554,0.01047,0.00913,0.01421,0.02504,0.65,0.65,1.0,58.83,68.81,50.48,100.0,9,趋势中继原型,2026-04-17,2026-04-21,回踩均线承接,2026-04-21,0.08,1.43,0.00061,0.00307,-0.06044,-0.10611,0.05016,0.30679,-6.23,-12.45,0.30061,0.87157,1.788,回踩均线承接,2026-04-23,24.97,25.0324,2026-04-24,2026-04-24,25.35,25.2866,1.52,1.02,5.93,-8.53,2,window_end,-95717685.08,0.0,-0.03212,0.0,1,2,False
sh605366,2026-04-17,64.08,24.17,16.31,11.1,-21.7,0.3,746364845.74,1.6898547737260907,0.298284862043241,1.2325974076229045,0.09857900481238702,0.00728,0.02665,0.01391,0.04688,0.5,0.55,1.0,69.92,68.69,47.8,71.1,10,趋势中继原型,2026-04-17,2026-04-21,回踩均线承接,2026-04-21,3.71,1.344,-0.05537,0.03756,-0.06795,0.06721,-0.06727,3.75582,-3.19,-11.58,0.53756,0.94052,1.402,回踩均线承接,2026-04-23,14.24,14.2756,2026-04-24,2026-04-24,13.47,13.4363,-5.41,-5.88,1.4,-7.94,2,window_end,-31316268.08,0.0,-0.0377,0.0,0,2,False
sz002906,2026-04-20,70.42,10.19,14.14,5.53,-16.49,0.84,628373942.8399999,2.2734146478356325,2.226403261210419,5.824723419398623,0.698237521875916,0.02045,0.03185,0.04829,0.05013,0.6,0.55,1.0,50.01,91.43,64.56,72.81,1,趋势中继原型,2026-04-20,2026-04-21,回踩均线承接,2026-04-21,-0.58,0.831,0.01101,-0.09654,0.23677,0.04349,-0.07333,-9.65407,-2.44,-5.03,5e-05,1.55638,1.517,回踩均线承接,2026-04-23,32.32,32.4008,2026-04-24,2026-04-24,31.77,31.6906,-1.7,-2.19,1.49,-1.92,2,window_end,4111617.0,4111617.0,0.00737,0.0,0,2,False
sz000415,2026-04-20,67.32,11.98,5.05,1.78,-9.38,-1.92,269372948.0,0.8014139515960286,0.4366812227074135,3.1496247202967105,0.08881839010797754,0.05532,0.05611,0.06003,0.06536,0.75,0.75,1.0,44.2,100.0,73.59,6.59,3,趋势中继原型,2026-04-20,2026-04-21,回踩均线承接,2026-04-21,1.52,0.918,0.0347,0.0843,-0.01896,0.02047,0.1931,8.4303,-0.43,-4.25,0.0,1.46645,0.841,回踩均线承接,2026-04-23,4.68,4.6917,2026-04-24,2026-04-24,4.56,4.5486,-2.56,-3.05,1.28,-5.34,2,window_end,-76811357.58,0.0,-0.10009,0.0,0,2,False
sh603278,2026-04-21,72.0,16.61,20.73,17.04,-19.38,2.24,869782319.21,5.435565330334521,4.746835443037978,0.8906722416519486,-0.022793842760574168,0.03248,0.04609,0.04805,0.06646,0.25,0.55,1.0,63.5,87.14,53.62,90.47,2,趋势中继原型,2026-04-21,2026-04-23,回踩均线承接,2026-04-23,-0.3,3.686,-0.00971,0.01319,-0.01927,0.05242,-0.10927,1.31931,-5.1,-11.5,0.32366,1.06793,5.487,回踩均线承接,2026-04-24,12.82,12.8521,2026-04-24,2026-04-24,12.43,12.3989,-3.04,-3.53,0.47,-4.06,1,window_end,-5495759.0,0.0,-0.01243,0.0,0,1,False
